Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1,CrimeType
08/24/2014,140101169,08/23/2014,2200,1,Central,162,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              9TH                          ST,   HILL,"(34.046, -118.2621)",Robbery
08/23/2014,140119668,08/23/2014,150,1,Central,164,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              7TH                          ST,   MAIN,"(34.0442, -118.2519)",Abusement
08/23/2014,140119674,08/23/2014,430,1,Central,155,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  200      E  6TH                          ST,,"(34.0446, -118.249)",Criminal Threats
08/23/2014,140119681,08/23/2014,200,1,Central,138,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  300      S  ALAMEDA                      ST,,"(34.0455, -118.2381)",Criminal Threats
08/23/2014,140119684,08/23/2014,430,1,Central,158,350,"THEFT, PERSON",IC,Invest Cont,              7TH                          ST,   KOHLER                       ST,"(34.0389, -118.2442)",Vandalism
08/23/2014,140119687,08/23/2014,950,1,Central,192,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              17TH                         ST,   GRAND,"(34.0354, -118.2676)",Vandalism
08/23/2014,140119688,08/23/2014,1010,1,Central,174,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  800      S  MAIN                         ST,,"(34.0428, -118.2532)",Robbery
08/23/2014,140119694,08/23/2014,950,1,Central,162,997,TRAFFIC DR #,IC,Invest Cont,              HOPE                         ST,W  9TH                          ST,"(34.0459, -118.2597)",Vandalism
08/23/2014,140119695,08/23/2014,1420,1,Central,185,660,COUNTERFEIT,IC,Invest Cont, 1000         MAPLE                        AV,,"(34.0383, -118.254)",Traffic Dr
08/23/2014,140119696,08/23/2014,1120,1,Central,143,210,ROBBERY,IC,Invest Cont,  400      S  BROADWAY,,"(34.0495, -118.2494)",Robbery
08/23/2014,140119697,08/23/2014,1245,1,Central,176,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,  600      E  9TH                          ST,,"(34.0381, -118.2511)",Robbery
08/23/2014,140119698,08/23/2014,1200,1,Central,135,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  300      S  MAIN                         ST,,"(34.0496, -118.2458)",Traffic Dr
08/23/2014,140119699,08/23/2014,1200,1,Central,135,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,  300      S  MAIN                         ST,,"(34.0496, -118.2458)",Robbery
08/23/2014,140119708,08/23/2014,1815,1,Central,157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  500      E  6TH                          ST,,"(34.0423, -118.2452)",Traffic Dr
08/23/2014,140119709,08/23/2014,1545,1,Central,171,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  800      W  OLYMPIC                      BL,,"(34.045, -118.264)",Abusement
08/23/2014,140119710,08/23/2014,1800,1,Central,166,210,ROBBERY,IC,Invest Cont,  600      S  SAN PEDRO                    ST,,"(34.0423, -118.2452)",Robbery
08/23/2014,140119711,08/23/2014,1300,1,Central,146,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  200         WINSTON                      ST,,"(34.0467, -118.247)",Traffic Dr
08/23/2014,140119712,08/23/2014,830,1,Central,128,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  100      S  LOS ANGELES                  ST,,"(34.0515, -118.2424)",Vandalism
08/23/2014,140119713,08/23/2014,1255,1,Central,192,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1400      S  GRAND                        AV,,"(34.0372, -118.2654)",Criminal Threats
08/23/2014,140119715,08/23/2014,2015,1,Central,153,210,ROBBERY,AA,Adult Arrest,  200      W  6TH                          ST,,"(34.046, -118.2509)",Abusement
08/23/2014,140119721,08/23/2014,2015,1,Central,123,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              HILL,   TEMPLE,"(34.0565, -118.2445)",Burglary
08/24/2014,140119726,08/23/2014,1815,1,Central,162,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              7TH,   FLOWER                       ST,"(33.9996, -118.469)",Robbery
08/24/2014,140119736,08/23/2014,1745,1,Central,153,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200      W  6TH                          ST,,"(34.046, -118.2509)",Abusement
08/24/2014,140119738,08/23/2014,1815,1,Central,162,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  600      W  9TH                          ST,,"(34.0451, -118.2604)",Robbery
08/24/2014,140119739,08/23/2014,1630,1,Central,166,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  600      S  SAN PEDRO                    ST,,"(34.0423, -118.2452)",Battery
08/23/2014,140119745,08/23/2014,2240,1,Central,111,310,BURGLARY,  500      N  FIGUEROA                     ST,IC,Invest Cont,,"(34.0617, -118.2469)",Robbery
08/23/2014,140119748,08/23/2014,1335,1,Central,161,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  800      S  FIGUEROA                     ST,,"(34.0479, -118.2612)",Vehicle Stolen
08/24/2014,140119749,08/23/2014,1100,1,Central,111,997,TRAFFIC DR #,IC,Invest Cont,              MAIN,   ARCADIA,"(34.0558, -118.24)",Battery
08/25/2014,140119782,08/23/2014,1530,1,Central,133,310,BURGLARY,IC,Invest Cont,  300      W  2ND                          ST,,"(34.0524, -118.2467)",Vandalism
08/24/2014,140200732,08/23/2014,30,2,Rampart,204,310,BURGLARY,AA,Adult Arrest,  700         MALTMAN                      AV,,"(34.0818, -118.2822)",Burglary
08/23/2014,140216309,08/23/2014,430,2,Rampart,251,997,TRAFFIC DR #,IC,Invest Cont,              3RD                          ST,   BENTON                       WY,"(34.0665, -118.2793)",Traffic Dr
08/23/2014,140216311,08/23/2014,45,2,Rampart,201,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest, 1000         HELIOTROPE                   DR,,"(34.0895, -118.295)",Robbery
08/23/2014,140216312,08/23/2014,530,2,Rampart,285,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other, 1100      S  WESTLAKE                     AV,,"(34.0498, -118.2797)",Traffic Dr
08/23/2014,140216313,08/23/2014,500,2,Rampart,246,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 1900      W  3RD                          ST,,"(34.0619, -118.2702)",Vehicle Stolen
08/23/2014,140216317,08/23/2014,820,2,Rampart,275,997,TRAFFIC DR #,IC,Invest Cont,              WESTLAKE,   OLYMPIC,"(34.0512, -118.2787)",Burglary
08/23/2014,140216318,08/23/2014,130,2,Rampart,251,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              6TH,   OCEAN VIEW,,Robbery
08/23/2014,140216320,08/23/2014,1230,2,Rampart,204,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest, 1000         HYPERION                     AV,,"(34.0898, -118.2808)",Robbery
08/23/2014,140216325,08/23/2014,5,2,Rampart,233,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 2700         GLASSELL                     ST,,"(34.0706, -118.2772)",Vehicle Stolen
08/23/2014,140216326,08/23/2014,315,2,Rampart,245,210,ROBBERY,IC,Invest Cont,              6TH                          ST,   PARK VIEW                    AV,"(34.062, -118.2804)",Burglary
08/23/2014,140216331,08/23/2014,1800,2,Rampart,237,997,TRAFFIC DR #,IC,Invest Cont,              MIRAMAR                      ST,   BIXEL                        AV,"(34.0604, -118.2632)",Abusement
08/23/2014,140216332,08/23/2014,2100,2,Rampart,231,997,TRAFFIC DR #,IC,Invest Cont,              BEVERLY,   ROBINSON,"(34.0727, -118.284)",Robbery
08/23/2014,140216333,08/23/2014,2210,2,Rampart,219,997,TRAFFIC DR #,IC,Invest Cont,              MARION                       AV,   SUNSET                       BL,"(34.0681, -118.251)",Abusement
08/23/2014,140216335,08/23/2014,1000,2,Rampart,248,860,BATTERY WITH SEXUAL CONTACT,IC,Invest Cont,  400         WITMER                       ST,,"(34.0576, -118.2644)",Robbery
08/23/2014,140216341,08/23/2014,2115,2,Rampart,261,997,TRAFFIC DR #,IC,Invest Cont,              JAMES M WOOD,   PARK VIEW                    ST,"(34.0548, -118.282)",Traffic Dr
08/24/2014,140216344,08/23/2014,610,2,Rampart,203,997,TRAFFIC DR #,IC,Invest Cont,              VIRGIL,   MELROSE,"(34.0836, -118.2868)",Burglary
08/24/2014,140216345,08/23/2014,2225,2,Rampart,201,997,TRAFFIC DR #,IC,Invest Cont,              SANTA MONICA                 BL,   ALEXANDRIA                   AV,"(34.0908, -118.3)",Vandalism
08/24/2014,140216346,08/23/2014,2100,2,Rampart,231,997,TRAFFIC DR #,IC,Invest Cont,              BEVERLY                      BL,   ROBINSON                     ST,"(34.0728, -118.2842)",Traffic Dr
08/24/2014,140216347,08/23/2014,1830,2,Rampart,238,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,  200      N  BOYLSTON                     ST,,"(34.062, -118.2545)",Criminal Threats
08/24/2014,140216351,08/23/2014,2200,2,Rampart,279,210,ROBBERY,IC,Invest Cont,              CONNECTICUT                  ST,   BLAINE                       ST,"(34.0471, -118.2725)",Criminal Threats
08/24/2014,140216355,08/23/2014,2130,2,Rampart,233,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 2700         BEVERLY                      BL,,"(34.0699, -118.2777)",Vehicle Stolen
08/24/2014,140216356,08/23/2014,1210,2,Rampart,204,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,  600         IMOGEN                       AV,,"(34.0806, -118.2843)",Traffic Dr
08/24/2014,140216361,08/23/2014,1720,2,Rampart,295,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest, 1400      S  BONNIE BRAE                  ST,,"(34.0444, -118.2809)",Robbery
08/24/2014,140216363,08/23/2014,2100,2,Rampart,271,510,VEHICLE - STOLEN,IC,Invest Cont, 1000         GRAND VIEW                   ST,,"(34.0527, -118.282)",Vehicle Stolen
08/24/2014,140216371,08/23/2014,1830,2,Rampart,251,900,VIOLATION OF COURT ORDER,IC,Invest Cont,  500      S  RAMPART                      BL,,"(34.0636, -118.2805)",Burglary
08/24/2014,140216373,08/23/2014,2100,2,Rampart,269,997,TRAFFIC DR #,IC,Invest Cont,              HARTFORD,   7TH,"(34.0522, -118.2673)",Robbery
08/24/2014,140216374,08/23/2014,2230,2,Rampart,269,510,VEHICLE - STOLEN,IC,Invest Cont,  800         GREEN                        AV,,"(34.0518, -118.271)",Robbery
08/24/2014,140216381,08/23/2014,1,2,Rampart,269,510,VEHICLE - STOLEN,IC,Invest Cont,  700      S  BIXEL                        ST,,"(34.0509, -118.2642)",Battery
08/24/2014,140216383,08/23/2014,2300,2,Rampart,205,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  800         SAYRE                        LN,,"(34.0824, -118.2767)",Criminal Threats
08/24/2014,140216388,08/23/2014,1830,2,Rampart,212,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,              MIDDLEBURY,   WESTMORELAND,"(34.0798, -118.2892)",Abusement
08/24/2014,140216389,08/23/2014,1530,2,Rampart,236,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  200      N  BURLINGTON                   AV,,"(34.0666, -118.2661)",Battery
08/24/2014,140216393,08/23/2014,1900,2,Rampart,248,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  400         WITMER                       ST,,"(34.0576, -118.2644)",Robbery
08/24/2014,140216400,08/23/2014,2000,2,Rampart,291,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1400         ALVARADO                     TR,,"(34.045, -118.2818)",Vandalism
08/25/2014,140216413,08/23/2014,2100,2,Rampart,246,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  400      S  BONNIE BRAE                  ST,,"(34.0611, -118.2707)",Abusement
08/25/2014,140216419,08/23/2014,2300,2,Rampart,281,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 1100      S  WESTLAKE                     AV,,"(34.0498, -118.2797)",Burglary
08/25/2014,140216421,08/23/2014,600,2,Rampart,204,480,BIKE - STOLEN,IC,Invest Cont,  400      N  HOOVER                       ST,,"(34.0779, -118.2844)",Battery
08/23/2014,140301000,08/23/2014,225,3,Southwest,397,210,ROBBERY,AA,Adult Arrest,           S  VERMONT                      AV,W  42ND                         ST,"(34.0042, -118.2916)",Criminal Threats
08/23/2014,140301004,08/23/2014,830,3,Southwest,313,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,              MONTCLAIR                    ST,   28TH                         ST,"(34.0311, -118.3315)",Vandalism
08/23/2014,140318155,08/23/2014,100,3,Southwest,335,510,VEHICLE - STOLEN,IC,Invest Cont, 2900         9TH                          AV,,"(34.0297, -118.3272)",Vehicle Stolen
08/23/2014,140318162,08/23/2014,100,3,Southwest,328,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest,              ADAMS,   FIGUEROA,"(34.0282, -118.276)",Battery
08/23/2014,140318171,08/23/2014,1630,3,Southwest,375,997,TRAFFIC DR #,IC,Invest Cont,              MARTIN LUTHER KING JR        BL,   WESTERN                      AV,"(34.0108, -118.3162)",Robbery
08/23/2014,140318173,08/23/2014,1115,3,Southwest,331,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 2800         VINEYARD                     AV,,"(34.0311, -118.3445)",Abusement
08/23/2014,140318175,08/23/2014,1410,3,Southwest,363,440,THEFT PLAIN - PETTY ($950 & UNDER),AA,Adult Arrest, 4000         CRENSHAW                     BL,,"(34.0124, -118.3351)",Criminal Threats
08/23/2014,140318179,08/23/2014,2055,3,Southwest,357,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1200      W  37TH                         PL,,"(34.02, -118.2944)",Battery
08/23/2014,140318180,08/23/2014,1400,3,Southwest,315,210,ROBBERY,AA,Adult Arrest, 2300      W  23RD                         ST,,"(34.036, -118.3148)",Robbery
08/23/2014,140318181,08/23/2014,30,3,Southwest,332,310,BURGLARY,IC,Invest Cont, 2600         HILLCREST                    DR,,"(34.0321, -118.3428)",Criminal Threats
08/23/2014,140318182,08/23/2014,200,3,Southwest,332,310,BURGLARY,IC,Invest Cont, 2600         HILLCREST                    DR,,"(34.0321, -118.3428)",Vehicle Stolen
08/23/2014,140318188,08/23/2014,630,3,Southwest,393,350,"THEFT, PERSON",IC,Invest Cont,              CRENSHAW,   HOMELAND,"(34.0054, -118.3338)",Abusement
08/24/2014,140318189,08/23/2014,2215,3,Southwest,395,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4200      S  WESTERN                      AV,,"(34.0073, -118.3089)",Robbery
08/23/2014,140318190,08/23/2014,829,3,Southwest,313,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 4200         MONTCLAIR                    ST,,"(34.0313, -118.3316)",Robbery
08/23/2014,140318191,08/23/2014,930,3,Southwest,394,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 4200      S  VAN NESS                     AV,,"(34.0073, -118.3171)",Criminal Threats
08/23/2014,140318193,08/23/2014,300,3,Southwest,362,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 4700         RODEO                        LN,,"(34.021, -118.3479)",Abusement
08/23/2014,140318202,08/23/2014,2000,3,Southwest,321,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 3400         ALSACE                       AV,,"(34.0238, -118.3582)",Robbery
08/23/2014,140318203,08/23/2014,1300,3,Southwest,378,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              BROWNING,   VERMONT,"(34.0121, -118.2915)",Battery
08/23/2014,140318204,08/23/2014,500,3,Southwest,354,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 2200      W  36TH                         ST,,"(34.0229, -118.3189)",Criminal Threats
08/23/2014,140318205,08/23/2014,2320,3,Southwest,358,761,BRANDISH WEAPON,IC,Invest Cont,  600      W  35TH                         PL,,"(34.0197, -118.2814)",Battery
08/24/2014,140318211,08/23/2014,1800,3,Southwest,378,997,TRAFFIC DR #,IC,Invest Cont,              VERMONT                      AV,   BROWNING                     AV,"(34.0115, -118.2915)",Battery
08/24/2014,140318213,08/23/2014,1620,3,Southwest,328,997,TRAFFIC DR #,IC,Invest Cont,              JEFFERSON,   ROYAL,"(34.0232, -118.2829)",Vandalism
08/24/2014,140318216,08/23/2014,1810,3,Southwest,375,997,TRAFFIC DR #,IC,Invest Cont,              WESTERN,   38TH,"(34.0165, -118.3089)",Battery
08/24/2014,140318217,08/23/2014,1735,3,Southwest,313,997,TRAFFIC DR #,IC,Invest Cont,              ADAMS,   CRENSHAW,"(34.0326, -118.335)",Criminal Threats
08/24/2014,140318219,08/23/2014,1330,3,Southwest,396,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              41ST                         ST,   VERMONT,"(34.0092, -118.2908)",Abusement
08/24/2014,140318220,08/23/2014,1500,3,Southwest,399,997,TRAFFIC DR #,IC,Invest Cont,              FLOWER,   VERNON,"(34.0038, -118.2816)",Battery
08/24/2014,140318221,08/23/2014,1915,3,Southwest,315,997,TRAFFIC DR #,IC,Invest Cont,              24TH,   CIMARRON,"(34.0349, -118.3155)",Abusement
08/24/2014,140318227,08/23/2014,1700,3,Southwest,332,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 3400         CHESAPEAKE                   AV,,"(34.0256, -118.345)",Traffic Dr
08/23/2014,140318243,08/23/2014,1920,3,Southwest,363,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3600      W  MARTIN LUTHER KING JR        BL,,"(34.011, -118.3351)",Vehicle Stolen
08/24/2014,140318245,08/23/2014,1500,3,Southwest,354,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3400         ARLINGTON                    AV,,"(34.0256, -118.3177)",Battery
08/24/2014,140318247,08/23/2014,2330,3,Southwest,395,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1700      W  42ND                         ST,,"(34.0073, -118.3089)",Burglary
08/24/2014,140318249,08/23/2014,1145,3,Southwest,321,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 3500      S  LA CIENEGA                   BL,,"(34.0242, -118.3722)",Burglary
08/24/2014,140318254,08/23/2014,1145,3,Southwest,317,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2200      S  BUDLONG                      AV,,"(34.0364, -118.2964)",Criminal Threats
08/24/2014,140318258,08/23/2014,1136,3,Southwest,377,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other, 3700      S  NORMANDIE                    AV,,"(34.0115, -118.3002)",Burglary
08/25/2014,140318312,08/23/2014,2215,3,Southwest,395,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 4200      S  WESTERN                      AV,,"(34.0073, -118.3089)",Criminal Threats
08/25/2014,140318316,08/23/2014,2100,3,Southwest,397,510,VEHICLE - STOLEN,IC,Invest Cont,  400      S  BUDLONG                      AV,,"(34.0046, -118.2959)",Vehicle Stolen
08/23/2014,140400954,08/23/2014,35,4,Hollenbeck,441,310,BURGLARY,IC,Invest Cont, 1000      N  MISSION                      RD,,"(34.059, -118.2164)",Vandalism
08/23/2014,140413262,08/23/2014,1435,4,Hollenbeck,464,997,TRAFFIC DR #,IC,Invest Cont,              CHICAGO,   2ND                          ST,"(34.0426, -118.2137)",Robbery
08/23/2014,140413263,08/23/2014,1300,4,Hollenbeck,423,510,VEHICLE - STOLEN,IC,Invest Cont, 2900      N  MAIN                         ST,,"(34.066, -118.2116)",Battery
08/23/2014,140413264,08/23/2014,1600,4,Hollenbeck,464,510,VEHICLE - STOLEN,IC,Invest Cont,  200      N  BREED                        ST,,"(34.0456, -118.2101)",Battery
08/23/2014,140413266,08/23/2014,1245,4,Hollenbeck,479,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AA,Adult Arrest, 3500         WHITTIER                     BL,,"(34.0267, -118.1985)",Battery
08/23/2014,140413267,08/23/2014,800,4,Hollenbeck,463,510,VEHICLE - STOLEN,IC,Invest Cont, 1900         NEW JERSEY                   ST,,"(34.0492, -118.2157)",Battery
08/23/2014,140413268,08/23/2014,1755,4,Hollenbeck,428,997,TRAFFIC DR #,IC,Invest Cont,              EDNA                         ST,   WARWICK                      AV,"(34.0839, -118.1689)",Robbery
08/23/2014,140413272,08/23/2014,1700,4,Hollenbeck,497,510,VEHICLE - STOLEN,IC,Invest Cont,              DACOTAH,   OLYMPIC                      BL,"(34.0206, -118.2125)",Vehicle Stolen
08/23/2014,140413278,08/23/2014,1130,4,Hollenbeck,464,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 2100      E  CESAR E CHAVEZ               AV,,"(34.0485, -118.2115)",Robbery
08/23/2014,140413279,08/23/2014,1300,4,Hollenbeck,464,480,BIKE - STOLEN,IC,Invest Cont,              CESAR E CHAVEZ               AV,   CHICAGO,"(34.0483, -118.2111)",Vandalism
08/23/2014,140413280,08/23/2014,430,4,Hollenbeck,464,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  200      N  CHICAGO                      ST,,"(34.0462, -118.2114)",Traffic Dr
08/23/2014,140413282,08/23/2014,810,4,Hollenbeck,478,997,TRAFFIC DR #,IC,Invest Cont,              ATLANTIC                     BL,   GRANDE VISTA,"(34.0274, -118.2089)",Criminal Threats
08/23/2014,140413284,08/23/2014,1820,4,Hollenbeck,467,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              1ST,   MOTT,"(34.0421, -118.206)",Vehicle Stolen
08/23/2014,140413285,08/23/2014,1820,4,Hollenbeck,467,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              1ST                          ST,   MOTT,"(34.0435, -118.2092)",Robbery
08/23/2014,140413286,08/23/2014,1820,4,Hollenbeck,467,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              1ST                          ST,   MOTT,"(34.0435, -118.2092)",Vehicle Stolen
08/24/2014,140413288,08/23/2014,2200,4,Hollenbeck,429,901,VIOLATION OF RESTRAINING ORDER,IC,Invest Cont, 3600         STOCKBRIDGE                  AV,,"(34.0872, -118.1634)",Vehicle Stolen
08/24/2014,140413293,08/23/2014,2150,4,Hollenbeck,427,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 4600         HUNTINGTON DR,,"(34.0853, -118.186)",Robbery
08/24/2014,140413302,08/23/2014,2200,4,Hollenbeck,469,510,VEHICLE - STOLEN,IC,Invest Cont, 3400      E  3RD                          ST,,"(34.0349, -118.1965)",Vehicle Stolen
08/24/2014,140413303,08/23/2014,1930,4,Hollenbeck,418,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 4000         PORTOLA                      AV,,"(34.0919, -118.1721)",Burglary
08/25/2014,140413352,08/23/2014,1400,4,Hollenbeck,497,310,BURGLARY,IC,Invest Cont, 3400         UNION PACIFIC                AV,,"(34.0165, -118.2064)",Traffic Dr
08/23/2014,140501089,08/23/2014,1,5,Harbor,517,910,KIDNAPPING,AA,Adult Arrest,              EUBANK,   PACIFIC COAST                HY,"(33.7916, -118.2562)",Robbery
08/23/2014,140501090,08/23/2014,900,5,Harbor,557,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,              2ND                          ST,   GAFFEY                       ST,"(33.7424, -118.2959)",Vehicle Stolen
08/23/2014,140501091,08/23/2014,1625,5,Harbor,504,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1600      W  208TH                        ST,,"(33.8419, -118.3066)",Battery
08/25/2014,140501095,08/23/2014,1800,5,Harbor,517,310,BURGLARY,IC,Invest Cont, 1000         EUBANK                       AV,,"(33.7831, -118.2552)",Abusement
08/23/2014,140513805,08/23/2014,530,5,Harbor,529,487,BOAT - STOLEN,IC,Invest Cont,  700         SHORE                        RD,,"(33.7673, -118.248)",Criminal Threats
08/23/2014,140513815,08/23/2014,1000,5,Harbor,589,510,VEHICLE - STOLEN,AA,Adult Arrest, 3600         STEPHEN M WHITE              DR,,"(33.7115, -118.2879)",Burglary
08/23/2014,140513825,08/23/2014,1440,5,Harbor,555,997,TRAFFIC DR #,IC,Invest Cont,              SANTA CRUZ                   ST,   GRAND                        AV,"(33.7447, -118.2984)",Vehicle Stolen
08/24/2014,140513829,08/23/2014,1800,5,Harbor,525,510,VEHICLE - STOLEN,IC,Invest Cont,              MARINE,   C                            ST,"(33.7727, -118.2632)",Traffic Dr
08/23/2014,140513830,08/23/2014,700,5,Harbor,587,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 3400         PECK                         AV,,"(33.7134, -118.2916)",Criminal Threats
08/23/2014,140513831,08/23/2014,900,5,Harbor,525,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,  400         WILMINGTON                   BL,,"(33.7735, -118.2737)",Abusement
08/23/2014,140513833,08/23/2014,5,5,Harbor,589,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,   00         BERTH,,,Traffic Dr
08/23/2014,140513834,08/23/2014,2230,5,Harbor,524,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  700         MAR VISTA                    AV,,"(33.7777, -118.2779)",Traffic Dr
08/23/2014,140513837,08/23/2014,2145,5,Harbor,529,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              AVALON                       BL,   F                            ST,"(33.7821, -118.2626)",Vehicle Stolen
08/23/2014,140513838,08/23/2014,800,5,Harbor,557,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  600      W  2ND                          ST,,"(33.7424, -118.2901)",Vandalism
08/23/2014,140513839,08/23/2014,2359,5,Harbor,526,900,VIOLATION OF COURT ORDER,IC,Invest Cont,              NEPTUNE                      AV,   ANAHEIM                      ST,"(33.7819, -118.2689)",Vehicle Stolen
08/23/2014,140513841,08/23/2014,1815,5,Harbor,566,997,TRAFFIC DR #,IC,Invest Cont,              CENTRE                       ST,   10TH                         ST,"(33.732, -118.2836)",Vehicle Stolen
08/23/2014,140513842,08/23/2014,130,5,Harbor,565,997,TRAFFIC DR #,IC,Invest Cont,              9TH                          ST,   GAFFEY                       ST,"(33.7361, -118.2959)",Abusement
08/23/2014,140513843,08/23/2014,253,5,Harbor,585,310,BURGLARY,AA,Adult Arrest, 2000      S  PACIFIC                      AV,,"(33.7261, -118.288)",Robbery
08/24/2014,140513844,08/23/2014,2300,5,Harbor,504,510,VEHICLE - STOLEN,IC,Invest Cont,20900      S  BRIGHTON                     AV,,"(33.84, -118.3006)",Burglary
08/24/2014,140513845,08/23/2014,2200,5,Harbor,509,510,VEHICLE - STOLEN,IC,Invest Cont, 1700      W  247TH                        PL,,"(33.8002, -118.3077)",Robbery
