Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1,CrimeType
03/06/2014,142106868,02/26/2014,1800,21,Topanga,2161,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              BURBANK,   BLANCO,"(34.1702, -118.6526)",Robbery
03/06/2014,142106900,02/26/2014,1200,21,Topanga,2196,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 4500         SAN BLAS                     AV,,"(34.1497, -118.5984)",Vehicle Stolen
03/07/2014,142106938,02/26/2014,1200,21,Topanga,2175,354,THEFT OF IDENTITY,IC,Invest Cont,22000         BURBANK                      BL,,"(34.172, -118.6058)",Robbery
03/11/2014,142107068,02/26/2014,1200,21,Topanga,2143,886,DISTURBING THE PEACE,IC,Invest Cont, 6900         MINSTREL                     AV,,"(34.1946, -118.6262)",Criminal Threats
03/17/2014,142107354,02/26/2014,1830,21,Topanga,2187,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,20900         VENTURA                      BL,,"(34.1664, -118.5883)",Abusement
04/02/2014,142108060,02/26/2014,1950,21,Topanga,2149,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",AA,Adult Arrest,19700         VANOWEN                      ST,,"(34.1938, -118.5623)",Robbery
04/10/2014,142108401,02/26/2014,1200,21,Topanga,2175,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 5800         TOPANGA CANYON               BL,,"(34.1753, -118.6057)",Robbery
07/24/2014,142113194,02/26/2014,1200,21,Topanga,2134,354,THEFT OF IDENTITY,IC,Invest Cont,22100         COVELLO                      ST,,"(34.2074, -118.6081)",Robbery
02/25/2014,140107746,02/25/2014,530,1,Central,159,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,              6TH                          ST,   WALL                         ST,"(34.0382, -118.2365)",Abusement
02/25/2014,140107758,02/25/2014,1100,1,Central,124,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,  200      N  MAIN                         ST,,"(34.0532, -118.2425)",Traffic Dr
02/25/2014,140107771,02/25/2014,845,1,Central,161,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),AA,Adult Arrest,              7TH                          ST,   FIGUEROA,"(34.0503, -118.2627)",Vehicle Stolen
02/25/2014,140107779,02/25/2014,800,1,Central,118,997,TRAFFIC DR #,IC,Invest Cont,           N  MAIN                         ST,   SOTELLO                      ST,"(34.0617, -118.2349)",Battery
02/25/2014,140107780,02/25/2014,925,1,Central,122,997,TRAFFIC DR #,IC,Invest Cont,              1ST                          ST,   HOPE                         ST,"(34.0577, -118.2519)",Vehicle Stolen
02/25/2014,140107783,02/25/2014,1430,1,Central,142,888,TRESPASSING,IC,Invest Cont,  500      W  5TH                          ST,,"(34.0495, -118.2529)",Criminal Threats
02/25/2014,140107784,02/25/2014,400,1,Central,154,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  100      E  6TH                          ST,,"(34.0453, -118.2499)",Vandalism
02/25/2014,140107789,02/25/2014,1540,1,Central,111,997,TRAFFIC DR #,AO,Adult Other,              BROADWAY,   COLLEGE                      ST,"(34.064, -118.2375)",Robbery
02/25/2014,140107790,02/25/2014,1430,1,Central,182,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest, 1100      S  OLIVE                        ST,,"(34.0409, -118.2609)",Burglary
02/25/2014,140107791,02/25/2014,1800,1,Central,152,997,TRAFFIC DR #,IC,Invest Cont,              OLIVE                        ST,   8TH                          ST,"(34.0474, -118.2549)",Battery
02/25/2014,140107794,02/25/2014,910,1,Central,111,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              CESAR E CHAVEZ               AV,   BROADWAY,"(34.061, -118.2443)",Criminal Threats
02/25/2014,140107799,02/25/2014,1400,1,Central,128,352,PICKPOCKET,IC,Invest Cont,  300      E  1ST                          ST,,"(34.0504, -118.2409)",Robbery
02/26/2014,140107810,02/25/2014,2100,1,Central,153,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  500      S  SPRING                       ST,,"(34.0474, -118.2496)",Criminal Threats
02/26/2014,140107811,02/25/2014,2345,1,Central,153,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,              5TH,   HILL,"(34.0488, -118.2518)",Battery
02/25/2014,140107816,02/25/2014,1425,1,Central,185,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  900      S  BROADWAY,,"(34.0423, -118.2561)",Vehicle Stolen
02/25/2014,140107817,02/25/2014,1730,1,Central,138,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  300      E  2ND                          ST,,"(34.0493, -118.2418)",Vandalism
02/26/2014,140107822,02/25/2014,2330,1,Central,118,310,BURGLARY,IC,Invest Cont,  100         BLOOM                        ST,,"(34.0652, -118.2306)",Traffic Dr
02/26/2014,140107823,02/25/2014,1530,1,Central,159,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,              WILLOW                       ST,   SANTA FE                     AV,"(34.0393, -118.2318)",Battery
02/26/2014,140107825,02/25/2014,1600,1,Central,119,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              BAUCHET,   VIGNES,"(34.0589, -118.2323)",Robbery
02/26/2014,140107850,02/25/2014,1500,1,Central,159,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  400         SEATON                       ST,,"(34.0433, -118.2377)",Burglary
02/28/2014,140107967,02/25/2014,2005,1,Central,156,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  500      S  SAN PEDRO                    ST,,"(34.0442, -118.2439)",Criminal Threats
03/03/2014,140108084,02/25/2014,1234,1,Central,148,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  400      S  SAN PEDRO                    ST,,"(34.0458, -118.243)",Traffic Dr
03/03/2014,140108106,02/25/2014,2126,1,Central,144,354,THEFT OF IDENTITY,IC,Invest Cont,  400      S  SPRING                       ST,,"(34.0488, -118.2483)",Vandalism
03/06/2014,140108325,02/25/2014,1730,1,Central,143,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              BROADWAY                     BL,   4TH                          ST,"(34.0488, -118.2501)",Traffic Dr
02/25/2014,140206871,02/25/2014,210,2,Rampart,245,310,BURGLARY,IC,Invest Cont, 2500         WILSHIRE                     BL,,"(34.0601, -118.2805)",Traffic Dr
02/25/2014,140206880,02/25/2014,400,2,Rampart,261,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,              HOOVER,   7TH,"(34.0598, -118.2842)",Criminal Threats
02/25/2014,140206881,02/25/2014,900,2,Rampart,204,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1400         MALTMAN                      AV,,"(34.0884, -118.2777)",Traffic Dr
02/25/2014,140206887,02/25/2014,900,2,Rampart,204,997,TRAFFIC DR #,IC,Invest Cont,              LUCILE                       AV,   MARATHON                     ST,"(34.083, -118.2842)",Robbery
02/25/2014,140206890,02/25/2014,840,2,Rampart,236,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 1800      W  3RD                          ST,,"(34.0613, -118.2689)",Traffic Dr
02/25/2014,140206891,02/25/2014,1620,2,Rampart,256,997,TRAFFIC DR #,IC,Invest Cont,              6TH                          ST,   UNION                        AV,"(34.0588, -118.2731)",Criminal Threats
02/25/2014,140206894,02/25/2014,1805,2,Rampart,295,997,TRAFFIC DR #,IC,Invest Cont,           W  PICO                         BL,S  BONNIE BRAE                  ST,"(34.0458, -118.2794)",Vehicle Stolen
02/25/2014,140206895,02/25/2014,1610,2,Rampart,291,997,TRAFFIC DR #,AA,Adult Arrest,              ALVARADO                     ST,   PICO                         BL,"(34.0455, -118.284)",Traffic Dr
02/25/2014,140206897,02/25/2014,1435,2,Rampart,245,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,              PARK VIEW                    ST,   7TH                          ST,"(34.0589, -118.2801)",Battery
02/25/2014,140206900,02/25/2014,1000,2,Rampart,212,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,              CLINTON,   VERMONT                      AV,"(34.0818, -118.2917)",Battery
02/25/2014,140206901,02/25/2014,1440,2,Rampart,248,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,  300         LOMA                         DR,,"(34.0599, -118.2655)",Abusement
02/26/2014,140206909,02/25/2014,1915,2,Rampart,285,220,ATTEMPTED ROBBERY,IC,Invest Cont,              GRATTAN,   OLYMPIC,"(34.0488, -118.2733)",Burglary
02/26/2014,140206910,02/25/2014,2000,2,Rampart,246,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1900      W  3RD                          ST,,"(34.0619, -118.2702)",Criminal Threats
02/26/2014,140206918,02/25/2014,1530,2,Rampart,239,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,              1ST                          ST,   BEAUDRY,"(34.0604, -118.2563)",Vehicle Stolen
02/26/2014,140206923,02/25/2014,1830,2,Rampart,235,997,TRAFFIC DR #,IC,Invest Cont,              TEMPLE,   CORONADO,"(34.0725, -118.2748)",Criminal Threats
02/26/2014,140206932,02/25/2014,1730,2,Rampart,249,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  300         LUCAS                        AV,,"(34.0583, -118.2616)",Abusement
02/25/2014,140206933,02/25/2014,2300,2,Rampart,251,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 2700         WILSHIRE                     BL,,"(34.0609, -118.2823)",Burglary
02/26/2014,140206940,02/25/2014,202,2,Rampart,279,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 1200      W  OLYMPIC                      BL,,"(34.047, -118.2693)",Battery
02/26/2014,140206957,02/25/2014,2100,2,Rampart,218,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              LAGUNA,   ECHO PARK,"(34.0727, -118.2597)",Traffic Dr
02/25/2014,140206959,02/25/2014,1650,2,Rampart,204,237,CHILD NEGLECT (SEE 300 W.I.C.),AO,Adult Other, 1000         SANBORN                      AV,,"(34.0902, -118.2818)",Burglary
03/01/2014,140207070,02/25/2014,800,2,Rampart,241,510,VEHICLE - STOLEN,IC,Invest Cont,  400      S  OCCIDENTAL                   BL,,"(34.0665, -118.2828)",Traffic Dr
03/10/2014,140207462,02/25/2014,1425,2,Rampart,251,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",AO,Adult Other, 2700         WILSHIRE                     BL,,"(34.0609, -118.2823)",Vandalism
08/14/2014,140215816,02/25/2014,1200,2,Rampart,245,956,"LETTERS, LEWD",IC,Invest Cont, 2300      W  3RD                          ST,,"(34.064, -118.2747)",Robbery
02/25/2014,140307077,02/25/2014,5,3,Southwest,398,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,  500      W  43RD                         PL,,"(34.0046, -118.2827)",Vandalism
02/25/2014,140307078,02/25/2014,1115,3,Southwest,393,997,TRAFFIC DR #,IC,Invest Cont,              CRENSHAW,   MARTIN LUTHER KING JR,"(34.011, -118.3351)",Traffic Dr
02/25/2014,140307094,02/25/2014,1250,3,Southwest,315,997,TRAFFIC DR #,IC,Invest Cont,              ARLINGTON                    AV,   24TH                         ST,"(34.0313, -118.3177)",Robbery
02/25/2014,140307096,02/25/2014,1535,3,Southwest,358,997,TRAFFIC DR #,IC,Invest Cont,              FIGUEROA                     ST,   ADAMS                        BL,"(34.0187, -118.2821)",Battery
02/25/2014,140307098,02/25/2014,730,3,Southwest,355,997,TRAFFIC DR #,IC,Invest Cont,              38TH                         ST,   WESTERN                      AV,"(34.0165, -118.3173)",Traffic Dr
02/25/2014,140307099,02/25/2014,905,3,Southwest,326,997,TRAFFIC DR #,IC,Invest Cont,              NORMANDIE                    AV,   ADAMS                        BL,"(34.03, -118.3002)",Battery
02/25/2014,140307107,02/25/2014,1855,3,Southwest,377,997,TRAFFIC DR #,IC,Invest Cont,              KING                         BL,   VERMONT                      AV,"(33.7833, -118.2758)",Vandalism
02/25/2014,140307111,02/25/2014,1645,3,Southwest,392,997,TRAFFIC DR #,IC,Invest Cont,              48TH                         ST,   WESTERN                      AV,"(34.0, -118.3312)",Robbery
02/25/2014,140307112,02/25/2014,1705,3,Southwest,393,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 4300         CRENSHAW                     BL,,"(34.0054, -118.3338)",Robbery
02/25/2014,140307115,02/25/2014,1115,3,Southwest,363,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              CRENSHAW,   MARTIN LUTHER KING JR        BL,"(34.011, -118.3351)",Battery
02/25/2014,140307119,02/25/2014,1800,3,Southwest,361,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 4000         STEVELY                      AV,,"(34.015, -118.3536)",Criminal Threats
02/25/2014,140307120,02/25/2014,1300,3,Southwest,321,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 5600         CLEMSON                      ST,,"(34.0239, -118.3669)",Battery
02/25/2014,140307124,02/25/2014,1530,3,Southwest,311,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 2600      S  COCHRAN                      AV,,"(34.0325, -118.3587)",Robbery
02/25/2014,140307125,02/25/2014,1605,3,Southwest,357,210,ROBBERY,IC,Invest Cont,           W  37TH                         ST,   RAYMOND                      ST,"(34.021, -118.299)",Battery
02/26/2014,140307126,02/25/2014,1500,3,Southwest,328,510,VEHICLE - STOLEN,IC,Invest Cont,              FIGUEROA,   28TH                         ST,"(34.0261, -118.2773)",Burglary
02/26/2014,140307128,02/25/2014,2323,3,Southwest,393,648,ARSON,IC,Invest Cont, 4200         CRENSHAW                     BL,,"(34.0085, -118.3351)",Robbery
02/25/2014,140307129,02/25/2014,2225,3,Southwest,362,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 3900         NICOLET                      AV,,"(34.0163, -118.3507)",Traffic Dr
02/25/2014,140307132,02/25/2014,1934,3,Southwest,308,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  900      W  23RD                         ST,,"(34.0334, -118.2799)",Battery
02/25/2014,140307135,02/25/2014,1635,3,Southwest,327,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2600         ELLENDALE                    PL,,"(34.0328, -118.2888)",Battery
02/26/2014,140307138,02/25/2014,2359,3,Southwest,379,440,THEFT PLAIN - PETTY ($950 & UNDER),AA,Adult Arrest, 3700      S  VERMONT                      AV,,"(34.0115, -118.2915)",Robbery
02/26/2014,140307140,02/25/2014,30,3,Southwest,308,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  900      W  23RD                         ST,,"(34.0334, -118.2799)",Vandalism
02/26/2014,140307143,02/25/2014,1640,3,Southwest,332,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 2800         WEST                         BL,,,Vehicle Stolen
02/26/2014,140307144,02/25/2014,1130,3,Southwest,362,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 3900         HILLCREST                    DR,,"(34.0163, -118.3441)",Robbery
02/26/2014,140307145,02/25/2014,2330,3,Southwest,332,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              HILLCREST,   JEFFERSON,"(34.0256, -118.3429)",Criminal Threats
02/26/2014,140307147,02/25/2014,1940,3,Southwest,363,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3700         STOCKER                      ST,,"(34.0072, -118.3373)",Traffic Dr
02/26/2014,140307149,02/25/2014,1525,3,Southwest,355,997,TRAFFIC DR #,IC,Invest Cont,              WESTERN,   EXPOSITION,"(34.0183, -118.3089)",Burglary
02/26/2014,140307151,02/25/2014,900,3,Southwest,395,997,TRAFFIC DR #,IC,Invest Cont,              VERNON,   SAINT ANDREWS,"(34.0037, -118.3113)",Traffic Dr
02/26/2014,140307152,02/25/2014,1500,3,Southwest,303,997,TRAFFIC DR #,IC,Invest Cont,              LA BREA,   ADAMS,"(34.0325, -118.3519)",Criminal Threats
02/26/2014,140307153,02/25/2014,35,3,Southwest,329,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 2600      S  FIGUEROA                     ST,,"(34.0282, -118.276)",Vandalism
02/26/2014,140307159,02/25/2014,1500,3,Southwest,313,510,VEHICLE - STOLEN,IC,Invest Cont, 4000      W  ADAMS                        BL,,"(34.0326, -118.3284)",Criminal Threats
02/26/2014,140307173,02/25/2014,2100,3,Southwest,328,320,"BURGLARY, ATTEMPTED",IC,Invest Cont, 3200      S  HOOVER                       ST,,"(34.0261, -118.2839)",Battery
02/26/2014,140307177,02/25/2014,1900,3,Southwest,355,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 3700         CIMARRON                     ST,,"(34.021, -118.3156)",Vandalism
02/26/2014,140307183,02/25/2014,2000,3,Southwest,397,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              RAYMOND,   42ND,"(34.0073, -118.298)",Vehicle Stolen
02/26/2014,140307185,02/25/2014,2000,3,Southwest,392,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 5100         6TH                          AV,,"(33.9964, -118.3236)",Criminal Threats
02/26/2014,140307190,02/25/2014,2115,3,Southwest,398,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,  600      W  40TH                         PL,,"(34.0106, -118.2842)",Battery
02/26/2014,140307193,02/25/2014,1900,3,Southwest,354,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,              JEFFERSON,   6TH,"(34.0256, -118.3236)",Burglary
02/26/2014,140307200,02/25/2014,1800,3,Southwest,311,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 2600      S  COCHRAN                      AV,,"(34.0325, -118.3587)",Abusement
02/27/2014,140307240,02/25/2014,1430,3,Southwest,337,997,TRAFFIC DR #,IC,Invest Cont,              JEFFERSON                    BL,   WESTERN                      AV,"(34.0256, -118.3084)",Abusement
03/02/2014,140307367,02/25/2014,2125,3,Southwest,314,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 3800      W  ADAMS                        BL,,"(34.0326, -118.3265)",Abusement
03/05/2014,140307624,02/25/2014,1930,3,Southwest,334,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 3500      W  JEFFERSON                    BL,,"(34.0256, -118.3338)",Burglary
02/26/2014,140308268,02/25/2014,1300,3,Southwest,351,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 4700         RODEO                        RD,,"(34.0215, -118.3475)",Abusement
03/21/2014,140308573,02/25/2014,400,3,Southwest,375,956,"LETTERS, LEWD",AO,Adult Other, 1800      W  MARTIN LUTHER KING JR        BL,,"(34.0109, -118.3113)",Abusement
04/12/2014,140309857,02/25/2014,1000,3,Southwest,336,810,"SEX, UNLAWFUL",AA,Adult Arrest, 2100      W  31ST                         ST,,"(34.0265, -118.312)",Robbery
04/25/2014,140310672,02/25/2014,1,3,Southwest,397,354,THEFT OF IDENTITY,IC,Invest Cont, 4200         DALTON                       AV,,"(34.0073, -118.3034)",Vehicle Stolen
05/10/2014,140311618,02/25/2014,1000,3,Southwest,373,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 3900         WESTSIDE                     AV,,"(34.0146, -118.3271)",Traffic Dr
02/25/2014,140406167,02/25/2014,950,4,Hollenbeck,426,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 4900         NAVARRO                      ST,,"(34.0859, -118.1764)",Vehicle Stolen
02/25/2014,140406170,02/25/2014,750,4,Hollenbeck,445,997,TRAFFIC DR #,IC,Invest Cont,              PASADENA                     AV,   AVENUE 24                    AV,"(34.0726, -118.2238)",Burglary
02/25/2014,140406172,02/25/2014,820,4,Hollenbeck,416,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other, 3500      N  BROADWAY,,"(34.0738, -118.2039)",Battery
02/25/2014,140406191,02/25/2014,1240,4,Hollenbeck,452,350,"THEFT, PERSON",IC,Invest Cont,              1ST                          ST,   BOYLE                        AV,"(34.0473, -118.2215)",Criminal Threats
02/25/2014,140406193,02/25/2014,1510,4,Hollenbeck,457,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 2400         FOLSOM                       ST,,"(34.0486, -118.2066)",Vandalism
02/25/2014,140406206,02/25/2014,1840,4,Hollenbeck,468,351,PURSE SNATCHING,IC,Invest Cont,              3RD                          ST,   EVERGREEN,"(34.0378, -118.2032)",Criminal Threats
02/25/2014,140406207,02/25/2014,1405,4,Hollenbeck,497,997,TRAFFIC DR #,IC,Invest Cont,              GRANDE VISTA                 AV,   PICO                         BL,"(34.0184, -118.2102)",Burglary
02/25/2014,140406209,02/25/2014,1645,4,Hollenbeck,478,440,THEFT PLAIN - PETTY ($950 & UNDER),AA,Adult Arrest, 3400         WHITTIER                     BL,,"(34.0278, -118.201)",Vehicle Stolen
02/25/2014,140406217,02/25/2014,1935,4,Hollenbeck,427,901,VIOLATION OF RESTRAINING ORDER,IC,Invest Cont, 4600         GREY                         DR,,"(34.0841, -118.1848)",Criminal Threats
02/25/2014,140406218,02/25/2014,2100,4,Hollenbeck,422,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont, 3100         DARWIN                       AV,,"(34.0676, -118.2089)",Robbery
02/25/2014,140406220,02/25/2014,1520,4,Hollenbeck,449,520,VEHICLE - ATTEMPT STOLEN,IC,Invest Cont, 3000         GANAHL                       ST,,"(34.052, -118.1958)",Vandalism
02/25/2014,140406221,02/25/2014,2250,4,Hollenbeck,404,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,  500         REDFIELD                     AV,,"(34.1022, -118.1865)",Abusement
02/26/2014,140406222,02/25/2014,1720,4,Hollenbeck,467,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2700      E  1ST                          ST,,"(34.0421, -118.206)",Vandalism
02/26/2014,140406231,02/25/2014,1330,4,Hollenbeck,453,351,PURSE SNATCHING,IC,Invest Cont,              1ST                          ST,   BOYLE,"(34.0472, -118.2191)",Robbery
02/26/2014,140406233,02/25/2014,1530,4,Hollenbeck,416,761,BRANDISH WEAPON,JA,Juv Arrest,              MANITOU,   THOMAS,"(34.072, -118.2052)",Robbery
02/27/2014,140406288,02/25/2014,1300,4,Hollenbeck,497,928,THREATENING PHONE CALLS/LETTERS,AO,Adult Other, 3300         HUNTER                       ST,,"(34.021, -118.208)",Battery
03/26/2014,140407347,02/25/2014,1000,4,Hollenbeck,402,310,BURGLARY,IC,Invest Cont, 1000         MONTECITO                    DR,,"(34.0874, -118.2023)",Burglary
03/30/2014,140407522,02/25/2014,1400,4,Hollenbeck,416,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  500      E  AVENUE 28,,"(34.081, -118.2076)",Robbery
02/25/2014,140506220,02/25/2014,450,5,Harbor,511,510,VEHICLE - STOLEN,AA,Adult Arrest,              253RD,   SENATOR,"(33.7948, -118.3027)",Vandalism
02/25/2014,140506235,02/25/2014,340,5,Harbor,529,888,TRESPASSING,IC,Invest Cont, 2500      E  ANAHEIM                      ST,,"(33.7819, -118.2314)",Robbery
02/25/2014,140506240,02/25/2014,1630,5,Harbor,557,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  500      S  PACIFIC                      AV,,"(33.7397, -118.2879)",Traffic Dr
02/25/2014,140506247,02/25/2014,1,5,Harbor,563,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  600      W  13TH                         ST,,"(33.7324, -118.2902)",Robbery
02/25/2014,140506249,02/25/2014,2000,5,Harbor,504,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,19500         NORMANDIE                    AV,,"(33.8542, -118.2992)",Vehicle Stolen
02/25/2014,140506250,02/25/2014,1930,5,Harbor,562,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont, 1300      W  9TH                          ST,,"(33.7361, -118.3056)",Criminal Threats
02/25/2014,140506256,02/25/2014,730,5,Harbor,514,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              PACIFIC COAST                HY,   FIGUEROA                     ST,"(33.7906, -118.2816)",Burglary
02/26/2014,140506271,02/25/2014,1930,5,Harbor,514,354,THEFT OF IDENTITY,IC,Invest Cont,  100      W  LOMITA                       BL,,"(33.7986, -118.2753)",Burglary
02/26/2014,140506272,02/25/2014,1730,5,Harbor,517,354,THEFT OF IDENTITY,IC,Invest Cont, 1000         CARY                         AV,,"(33.783, -118.2572)",Vehicle Stolen
02/26/2014,140506275,02/25/2014,1900,5,Harbor,585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  800      W  22ND                         ST,,"(33.7243, -118.2946)",Battery
02/26/2014,140506276,02/25/2014,745,5,Harbor,519,997,TRAFFIC DR #,IC,Invest Cont,              ALAMEDA                      ST,   M                            ST,"(33.7852, -118.2431)",Vandalism
02/26/2014,140506289,02/25/2014,2130,5,Harbor,555,121,"RAPE, FORCIBLE",AO,Adult Other,              13TH,   13TH,"(34.0343, -118.3319)",Robbery
02/25/2014,140506297,02/25/2014,1148,5,Harbor,518,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1500         LAKME                        AV,,"(33.7935, -118.2607)",Burglary
02/25/2014,140506298,02/25/2014,1000,5,Harbor,506,997,TRAFFIC DR #,IC,Invest Cont,              CARSON,   WESTERN,"(33.8315, -118.3091)",Vehicle Stolen
02/26/2014,140506312,02/25/2014,2000,5,Harbor,569,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,              22ND                         ST,   CRESCENT                     AV,"(33.7244, -118.2852)",Robbery
03/03/2014,140506340,02/25/2014,1900,5,Harbor,551,510,VEHICLE - STOLEN,IC,Invest Cont,  300         MIRALESTE                    DR,,"(33.7423, -118.3196)",Robbery
03/02/2014,140506396,02/25/2014,1230,5,Harbor,564,997,TRAFFIC DR #,IC,Invest Cont,              5TH                          ST,   HARBOR                       BL,"(33.7397, -118.2868)",Vandalism
03/02/2014,140506397,02/25/2014,1135,5,Harbor,521,997,TRAFFIC DR #,IC,Invest Cont,              ANAHEIM                      ST,   FIGUEROA                     PL,"(33.7819, -118.2972)",Robbery
03/12/2014,140506792,02/25/2014,1,5,Harbor,525,354,THEFT OF IDENTITY,IC,Invest Cont,  500      W  E                            ST,,"(33.7754, -118.2673)",Robbery
03/13/2014,140506834,02/25/2014,1,5,Harbor,585,354,THEFT OF IDENTITY,IC,Invest Cont, 2200      S  LELAND                       ST,,"(33.7243, -118.3012)",Burglary
03/13/2014,140506835,02/25/2014,1700,5,Harbor,564,354,THEFT OF IDENTITY,IC,Invest Cont,  400      W  3RD                          ST,,"(33.7415, -118.2857)",Burglary
04/16/2014,140508420,02/25/2014,1400,5,Harbor,515,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont, 1600         RAVENNA                      AV,,"(33.7951, -118.2691)",Traffic Dr
